questionId,sourceType,sourceId,skillKey,skillName,prompt,optionA,optionB,optionC,optionD,correctOption,correctAnswerText,difficulty,difficultyWord,difficultyNumeric,factKeys,tags,active,contribution,questionType,marks,subject,description,explanation,codeSnippet,expectedOutput,source
b117f9c1e0dbc3339284e344,question,b117f9c1e0dbc3339284e344,APTITUDE_DATA_INTERPRETATION,Data Interpretation,A bag has 3 red and 2 blue balls. Probability of red?,2/5,3/5,1/5,5/3,B,3/5,medium,medium,,,Probability & Statistics | Probability Central Tendency | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct statistical result/concept: 3/5.,Correct statistical result/concept: 3/5.,,,question-bank-xlsx
a1136363e0a95bf555b45962,question,a1136363e0a95bf555b45962,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Keyboard : Input :: Monitor : ?,Storage,Output,Network,Program,B,Output,easy,easy,,,Analogies | Relationship Matching | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The same relationship gives Output.,The same relationship gives Output.,,,question-bank-xlsx
a01361d07ee0d5a655b1424f,question,a01361d07ee0d5a655b1424f,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Bird : Fly :: Fish : ?,Run,Swim,Read,Climb,B,Swim,easy,easy,,,Analogies | Relationship Matching | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The same relationship gives Swim.,The same relationship gives Swim.,,,question-bank-xlsx
a7136cd51d184f5755b0a418,question,a7136cd51d184f5755b0a418,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Book : Read :: Song : ?,Write,Listen,Print,Measure,B,Listen,easy,easy,,,Analogies | Relationship Matching | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The same relationship gives Listen.,The same relationship gives Listen.,,,question-bank-xlsx
a6136b42bb4fc90855b27ebd,question,a6136b42bb4fc90855b27ebd,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,CPU : Processing :: SSD : ?,Input,Storage,Display,Typing,B,Storage,easy,easy,,,Analogies | Relationship Matching | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The same relationship gives Storage.,The same relationship gives Storage.,,,question-bank-xlsx
a51369af598742b955b1e086,question,a51369af598742b955b1e086,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Password : Account :: Key : ?,Screen,Lock,Mouse,Folder,B,Lock,easy,easy,,,Analogies | Relationship Matching | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The same relationship gives Lock.,The same relationship gives Lock.,,,question-bank-xlsx
a413681cf7bebc6a55aec973,question,a413681cf7bebc6a55aec973,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Algorithm : Steps :: Recipe : ?,Ingredients only,Instructions,Kitchen,Plate,B,Instructions,easy,easy,,,Analogies | Relationship Matching | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The same relationship gives Instructions.,The same relationship gives Instructions.,,,question-bank-xlsx
ab13732195f6361b55ae2b3c,question,ab13732195f6361b55ae2b3c,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which item belongs to a different category?,Keyboard,Mouse,Monitor,Python,D,Python,easy,easy,,,Classification | Odd One Out | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Python differs by category/property.,Python differs by category/property.,,,question-bank-xlsx
aa13718e342dafcc55b005e1,question,aa13718e342dafcc55b005e1,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which item belongs to a different category?,Apple,Banana,Mango,Carrot,D,Carrot,easy,easy,,,Classification | Odd One Out | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Carrot differs by category/property.,Carrot differs by category/property.,,,question-bank-xlsx
1d105500a42134f4f4003071,question,1d105500a42134f4f4003071,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which number is not prime?,2,3,5,9,D,9,easy,easy,,,Classification | Odd One Out | Core,,PRIMARY,mcq_single,1,Logical Reasoning,9 differs by category/property.,9 differs by category/property.,,,question-bank-xlsx
1e1056934258aea5f3fe55cc,question,1e1056934258aea5f3fe55cc,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which shape has no straight sides?,Square,Rectangle,Circle,Triangle,C,Circle,easy,easy,,,Classification | Odd One Out | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Circle differs by category/property.,Circle differs by category/property.,,,question-bank-xlsx
1f105826e0902856f3fef403,question,1f105826e0902856f3fef403,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which is not a web browser?,Chrome,Firefox,Edge,Linux,D,Linux,easy,easy,,,Classification | Odd One Out | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Linux differs by category/property.,Linux differs by category/property.,,,question-bank-xlsx
201059b97ec7a207f3fd195e,question,201059b97ec7a207f3fd195e,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which is not a storage unit?,KB,MB,GB,GHz,D,GHz,easy,easy,,,Classification | Odd One Out | Core,,PRIMARY,mcq_single,1,Logical Reasoning,GHz differs by category/property.,GHz differs by category/property.,,,question-bank-xlsx
1f1f62b0e05dc118b7cca121,question,1f1f62b0e05dc118b7cca121,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,All laptops are computers. This device is a laptop. What follows?,This device is not a computer,This device is a computer,All computers are laptops,Nothing,B,This device is a computer,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: This device is a computer.,The conclusion follows directly: This device is a computer.,,,question-bank-xlsx
201f64437e953ac9b7c84da0,question,201f64437e953ac9b7c84da0,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,All squares have four sides. Shape X is a square. What follows?,Shape X has three sides,Shape X has four sides,All four-sided shapes are squares,Cannot tell,B,Shape X has four sides,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: Shape X has four sides.,The conclusion follows directly: Shape X has four sides.,,,question-bank-xlsx
251f6c221cccb47ab7c8ebd7,question,251f6c221cccb47ab7c8ebd7,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,No offline device can access the internet at that moment. Device A is offline. What follows?,It definitely can,Device A cannot access the internet at that moment,It is a server,It has no storage,B,Device A cannot access the internet at that moment,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: Device A cannot access the internet at that moment.,The conclusion follows directly: Device A cannot access the internet at that moment.,,,question-bank-xlsx
261f6db5bb042e2bb7c98a0e,question,261f6db5bb042e2bb7c98a0e,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Every student in Lab A must wear an ID card. Maya is in Lab A. What follows?,Maya cannot wear ID,Maya must wear an ID card,Maya is faculty,Nothing,B,Maya must wear an ID card,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: Maya must wear an ID card.,The conclusion follows directly: Maya must wear an ID card.,,,question-bank-xlsx
231f68fc593ba7dcb7ca2845,question,231f68fc593ba7dcb7ca2845,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,All prime numbers greater than 2 are odd. 13 is prime and greater than 2. Therefore?,13 is even,13 is odd,All odd numbers are prime,13 is 2,B,13 is odd,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: 13 is odd.,The conclusion follows directly: 13 is odd.,,,question-bank-xlsx
241f6a8ff773218db7cfb834,question,241f6a8ff773218db7cfb834,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If a file is deleted from this temporary folder, it is removed from the folder. File X was deleted from it. Therefore?",File X is still there,File X is no longer in that folder,Folder is deleted,File becomes RAM,B,File X is no longer in that folder,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: File X is no longer in that folder.,The conclusion follows directly: File X is no longer in that folder.,,,question-bank-xlsx
291f726e95aa9b3eb7d0566b,question,291f726e95aa9b3eb7d0566b,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Every verified submission receives a timestamp. Submission S is verified. Therefore?,S has no timestamp,S receives a timestamp,Every timestamp is a submission,Cannot tell,B,S receives a timestamp,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: S receives a timestamp.,The conclusion follows directly: S receives a timestamp.,,,question-bank-xlsx
2a1f740133e214efb7d0f4a2,question,2a1f740133e214efb7d0f4a2,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If the server is down, the app cannot fetch new data. The server is down. Therefore?",The app definitely fetches new data,The app cannot fetch new data,The app becomes hardware,No conclusion,B,The app cannot fetch new data,medium,medium,,,Deductive Reasoning | If-Then Conclusions | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The conclusion follows directly: The app cannot fetch new data.,The conclusion follows directly: The app cannot fetch new data.,,,question-bank-xlsx
361d484ebaeafa8cdcd72fb9,question,361d484ebaeafa8cdcd72fb9,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,A meeting must be after 2 PM and before 4 PM. Which time works?,1 PM,2 PM,3 PM,5 PM,C,3 PM,medium,medium,,,Constraint Problems | Rule Satisfaction | Core,,PRIMARY,mcq_single,1,Logical Reasoning,3 PM satisfies every stated constraint.,3 PM satisfies every stated constraint.,,,question-bank-xlsx
351d46bb5922743ddcd69182,question,351d46bb5922743ddcd69182,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,A password must contain at least 8 characters. Which length definitely satisfies this?,5,7,10,6,C,10,medium,medium,,,Constraint Problems | Rule Satisfaction | Core,,PRIMARY,mcq_single,1,Logical Reasoning,10 satisfies every stated constraint.,10 satisfies every stated constraint.,,,question-bank-xlsx
341d4528f759edeedcce88b7,question,341d4528f759edeedcce88b7,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Task B can start only after Task A finishes. Which order is valid?,B then A,A then B,Both impossible,B only,B,A then B,medium,medium,,,Constraint Problems | Rule Satisfaction | Core,,PRIMARY,mcq_single,1,Logical Reasoning,A then B satisfies every stated constraint.,A then B satisfies every stated constraint.,,,question-bank-xlsx
331d43959591679fdccdea80,question,331d43959591679fdccdea80,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,A team needs exactly 3 members. Which group size meets the rule?,2,3,4,5,B,3,medium,medium,,,Constraint Problems | Rule Satisfaction | Core,,PRIMARY,mcq_single,1,Logical Reasoning,3 satisfies every stated constraint.,3 satisfies every stated constraint.,,,question-bank-xlsx
321d420233c8e150dccfc525,question,321d420233c8e150dccfc525,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,A number must be greater than 10 and less than 20. Which fits?,10,15,20,25,B,15,medium,medium,,,Constraint Problems | Rule Satisfaction | Core,,PRIMARY,mcq_single,1,Logical Reasoning,15 satisfies every stated constraint.,15 satisfies every stated constraint.,,,question-bank-xlsx
b51a3ea4a3bc66787b6f0b35,question,b51a3ea4a3bc66787b6f0b35,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,A file must be PDF and under 5 MB. Which qualifies?,"report.docx, 2 MB","report.pdf, 7 MB","report.pdf, 3 MB","image.jpg, 1 MB",C,"report.pdf, 3 MB",medium,medium,,,Constraint Problems | Rule Satisfaction | Core,,PRIMARY,mcq_single,1,Logical Reasoning,"report.pdf, 3 MB satisfies every stated constraint.","report.pdf, 3 MB satisfies every stated constraint.",,,question-bank-xlsx
3c91ec75142731c9c2af6abe,question,3c91ec75142731c9c2af6abe,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If x = 5, what is x + 7?",12,7,5,35,A,12,easy,easy,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 12.,Correct algebraic result: 12.,,,question-bank-xlsx
3b91eae2b25eab7ac2b14563,question,3b91eae2b25eab7ac2b14563,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If y = 3x and x = 4, what is y?",7,12,16,1,B,12,easy,easy,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 12.,Correct algebraic result: 12.,,,question-bank-xlsx
3691e3035096252bc2b0a72c,question,3691e3035096252bc2b0a72c,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Solve: x + 5 = 12,5,7,12,17,B,7,easy,easy,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 7.,Correct algebraic result: 7.,,,question-bank-xlsx
3591e170eecd9edcc2b281d1,question,3591e170eecd9edcc2b281d1,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Solve: 2x = 18,8,9,16,36,B,9,easy,easy,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 9.,Correct algebraic result: 9.,,,question-bank-xlsx
3891e6298d05188dc2b1e39a,question,3891e6298d05188dc2b1e39a,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If a = 6 and b = 2, what is a² + b?",14,38,40,10,B,38,medium,medium,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 38.,Correct algebraic result: 38.,,,question-bank-xlsx
3791e4962b3c923ec2b3be3f,question,3791e4962b3c923ec2b3be3f,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If f(x)=2x+1, what is f(5)?",10,11,12,6,B,11,medium,medium,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 11.,Correct algebraic result: 11.,,,question-bank-xlsx
4291f5e7c9740befc2b32008,question,4291f5e7c9740befc2b32008,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which expression represents 'three more than x'?,3x,x + 3,x - 3,3 - x,B,x + 3,medium,medium,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: x + 3.,Correct algebraic result: x + 3.,,,question-bank-xlsx
4191f45467ab85a0c2b4faad,question,4191f45467ab85a0c2b4faad,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If x > 5, which value definitely satisfies the condition?",5,4,8,0,C,8,medium,medium,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 8.,Correct algebraic result: 8.,,,question-bank-xlsx
40943158d79f0ac824b2af2f,question,40943158d79f0ac824b2af2f,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If a=10, then after a=a-4, what is a?",14,10,6,4,C,6,medium,medium,,,Algebra | Variables Expressions Functions | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct algebraic result: 6.,Correct algebraic result: 6.,,,question-bank-xlsx
c69742e1d785d729863e0df2,question,c69742e1d785d729863e0df2,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If A={1,2,3} and B={3,4}, what is A ∩ B?","{1,2}",{3},"{3,4}","{1,2,3,4}",B,{3},easy,easy,,,Sets | Union Intersection Membership | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct set concept: {3}.,Correct set concept: {3}.,,,question-bank-xlsx
c597414e75bd50da863d6fbb,question,c597414e75bd50da863d6fbb,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If A={1,2} and B={2,3}, what is A ∪ B?",{2},"{1,3}","{1,2,3}",{},C,"{1,2,3}",easy,easy,,,Sets | Union Intersection Membership | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,"Correct set concept: {1,2,3}.","Correct set concept: {1,2,3}.",,,question-bank-xlsx
c4973fbb13f4ca8b863cd184,question,c4973fbb13f4ca8b863cd184,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"Is 5 a member of {1,3,5,7}?",Yes,No,Cannot tell,Only if sorted,A,Yes,easy,easy,,,Sets | Union Intersection Membership | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct set concept: Yes.,Correct set concept: Yes.,,,question-bank-xlsx
c3973e28b22c443c863c334d,question,c3973e28b22c443c863c334d,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"If A={a,b,c}, how many elements are in A?",1,2,3,4,C,3,easy,easy,,,Sets | Union Intersection Membership | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct set concept: 3.,Correct set concept: 3.,,,question-bank-xlsx
ca97492d5063bded863b9516,question,ca97492d5063bded863b9516,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,"Students in Python={A,B,C}; students in C={B,C,D}. Who is in both?",A and D,B and C,"A,B,C,D",Only D,B,B and C,medium,medium,,,Sets | Union Intersection Membership | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct set concept: B and C.,Correct set concept: B and C.,,,question-bank-xlsx
c997479aee9b379e863af6df,question,c997479aee9b379e863af6df,APTITUDE_REASONING_LOGIC,Reasoning: Logic Puzzles,Which operation gives elements in A but not in B?,Union,Intersection,Set difference,Average,C,Set difference,medium,medium,,,Sets | Union Intersection Membership | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct set concept: Set difference.,Correct set concept: Set difference.,,,question-bank-xlsx
2321a7931ce5e81919593c52,question,2321a7931ce5e81919593c52,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: View webpage, Open browser, Wake computer, Enter website address",Wake computer → Open browser → Enter website address → View webpage,View webpage → Open browser → Wake computer → Enter website address,View webpage → Enter website address → Open browser → Wake computer,Open browser → Wake computer → View webpage → Enter website address,A,Wake computer → Open browser → Enter website address → View webpage,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
2221a600bb1d61ca19589e1b,question,2221a600bb1d61ca19589e1b,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: Enter payment, Select item, Receive confirmation, Add to cart",Select item → Add to cart → Enter payment → Receive confirmation,Add to cart → Select item → Receive confirmation → Enter payment,Receive confirmation → Enter payment → Add to cart → Select item,Enter payment → Select item → Receive confirmation → Add to cart,A,Select item → Add to cart → Enter payment → Receive confirmation,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
2521aab95954db7b1957ffe4,question,2521aab95954db7b1957ffe4,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: Write email, Enter recipient, Review message, Send",Send → Review message → Enter recipient → Write email,Enter recipient → Write email → Send → Review message,Review message → Write email → Send → Enter recipient,Write email → Enter recipient → Review message → Send,D,Write email → Enter recipient → Review message → Send,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
2421a926f78c552c19526ff5,question,2421a926f78c552c19526ff5,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: Collect cash, Enter ATM card, Choose withdrawal, Enter PIN",Collect cash → Enter ATM card → Choose withdrawal → Enter PIN,Enter ATM card → Enter PIN → Choose withdrawal → Collect cash,Collect cash → Choose withdrawal → Enter PIN → Enter ATM card,Enter PIN → Enter ATM card → Collect cash → Choose withdrawal,B,Enter ATM card → Enter PIN → Choose withdrawal → Collect cash,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
2f21ba7795c3cedd1951d1be,question,2f21ba7795c3cedd1951d1be,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: Read problem, Plan steps, Identify inputs, Compute answer",Read problem → Plan steps → Identify inputs → Compute answer,Read problem → Identify inputs → Plan steps → Compute answer,Identify inputs → Read problem → Compute answer → Plan steps,Compute answer → Plan steps → Identify inputs → Read problem,B,Read problem → Identify inputs → Plan steps → Compute answer,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
2e21b8e433fb488e19513387,question,2e21b8e433fb488e19513387,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: Close editor, Write content, Save file, Create file",Write content → Create file → Close editor → Save file,Close editor → Write content → Save file → Create file,Create file → Write content → Save file → Close editor,Close editor → Save file → Write content → Create file,C,Create file → Write content → Save file → Close editor,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
211f65d6a3eecdb6b7cb64b3,question,211f65d6a3eecdb6b7cb64b3,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: Login, Verify email, Register account, Use dashboard",Verify email → Register account → Use dashboard → Login,Login → Verify email → Register account → Use dashboard,Use dashboard → Login → Verify email → Register account,Register account → Verify email → Login → Use dashboard,D,Register account → Verify email → Login → Use dashboard,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
221f676942264767b7cc02ea,question,221f676942264767b7cc02ea,APTITUDE_REASONING_SERIES,Reasoning: Series & Analogy,"Choose the most logical order for these steps: Display result, Collect marks, Calculate average, Calculate total",Display result → Collect marks → Calculate average → Calculate total,Collect marks → Calculate total → Calculate average → Display result,Calculate total → Collect marks → Display result → Calculate average,Display result → Calculate average → Calculate total → Collect marks,B,Collect marks → Calculate total → Calculate average → Display result,medium,medium,,,Ordering & Sequencing | Process Ordering | Core,,PRIMARY,mcq_single,1,Logical Reasoning,The correct order respects prerequisite steps before dependent steps.,The correct order respects prerequisite steps before dependent steps.,,,question-bank-xlsx
4294347e140dfe2a24b3eb9d,question,4294347e140dfe2a24b3eb9d,COMPUTER_ARCHITECTURE,Computer Architecture Basics,Which number is even?,17,21,24,29,C,24,easy,easy,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 24.,Correct number-system result: 24.,,,question-bank-xlsx
43943611b24577db24b489d4,question,43943611b24577db24b489d4,COMPUTER_ARCHITECTURE,Computer Architecture Basics,Which number is prime?,9,13,15,21,B,13,easy,easy,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 13.,Correct number-system result: 13.,,,question-bank-xlsx
449437a4507cf18c24b5280b,question,449437a4507cf18c24b5280b,COMPUTER_ARCHITECTURE,Computer Architecture Basics,Which is a factor of 24?,5,6,7,11,B,6,easy,easy,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 6.,Correct number-system result: 6.,,,question-bank-xlsx
45943937eeb46b3d24b5c642,question,45943937eeb46b3d24b5c642,COMPUTER_ARCHITECTURE,Computer Architecture Basics,Which is a multiple of 7?,30,32,35,39,C,35,easy,easy,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 35.,Correct number-system result: 35.,,,question-bank-xlsx
46943aca8cebe4ee24b66479,question,46943aca8cebe4ee24b66479,COMPUTER_ARCHITECTURE,Computer Architecture Basics,What is binary 1010 in decimal?,8,10,12,14,B,10,medium,medium,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 10.,Correct number-system result: 10.,,,question-bank-xlsx
47943c5d2b235e9f24ad1f40,question,47943c5d2b235e9f24ad1f40,COMPUTER_ARCHITECTURE,Computer Architecture Basics,Which digit values are used in binary?,0 to 9,0 and 1,1 and 2,A and B,B,0 and 1,medium,medium,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 0 and 1.,Correct number-system result: 0 and 1.,,,question-bank-xlsx
389424c0c95ad85024adbd77,question,389424c0c95ad85024adbd77,COMPUTER_ARCHITECTURE,Computer Architecture Basics,How many bits are in one byte?,2,4,8,16,C,8,medium,medium,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 8.,Correct number-system result: 8.,,,question-bank-xlsx
399426536792520124ae5bae,question,399426536792520124ae5bae,COMPUTER_ARCHITECTURE,Computer Architecture Basics,Which decimal number is represented by binary 100?,2,4,8,100,B,4,medium,medium,,,Number Systems | Numbers Binary | Core,,PRIMARY,mcq_single,1,Quantitative & Mathematical Foundation,Correct number-system result: 4.,Correct number-system result: 4.,,,question-bank-xlsx
21105b4c1cff1bb8f3fdb795,question,21105b4c1cff1bb8f3fdb795,CONDITIONALS_BASICS,Conditionals,Lab entry requires ID AND permission. Ravi has ID but no permission. Can he enter?,Yes,No,Only if late,Cannot tell,B,No,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives No.,Evaluating all conditions gives No.,,,question-bank-xlsx
22105cdfbb369569f3fbdcf0,question,22105cdfbb369569f3fbdcf0,CONDITIONALS_BASICS,Conditionals,A discount applies if age < 18 OR age > 60. Age is 65. Is discount applicable?,Yes,No,Only on weekends,Cannot tell,A,Yes,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives Yes.,Evaluating all conditions gives Yes.,,,question-bank-xlsx
23105e72596e0f1af3fc7b27,question,23105e72596e0f1af3fc7b27,CONDITIONALS_BASICS,Conditionals,"Login succeeds only when username is correct AND password is correct. Username is correct, password is wrong. Result?",Login succeeds,Login fails,Account deletes,Password changes,B,Login fails,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives Login fails.,Evaluating all conditions gives Login fails.,,,question-bank-xlsx
24106005f7a588cbf40483f2,question,24106005f7a588cbf40483f2,CONDITIONALS_BASICS,Conditionals,A student passes if marks >= 40. Marks are 40. Result?,Fail,Pass,Re-test automatically,Cannot tell,B,Pass,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives Pass.,Evaluating all conditions gives Pass.,,,question-bank-xlsx
2510619895dd027cf4052229,question,2510619895dd027cf4052229,CONDITIONALS_BASICS,Conditionals,A user is blocked if NOT verified. User is verified. Is user blocked by this rule?,Yes,No,Always,Cannot tell,B,No,medium,medium,,,Logical Conditions | AND OR NOT | Core,,PRIMARY,mcq_single,1,Logical Reasoning,Evaluating all conditions gives No.,Evaluating all conditions gives No.,,,question-bank-xlsx
