skillKey,skillName,conceptId,conceptName,factId,factStatement,familyId,familyName,measurementObjective,allowedDifficultyMin,allowedDifficultyMax,cognitiveLevel,questionType,distractorStrategy,reassessmentGroup,notes
PROBLEM_SOLVING,Problem Solving,PS_C04_EXAMPLES,Working with examples,PS_F08_COUNTEREXAMPLE_DISPROVES,One input on which a rule fails disproves the rule; any number of inputs on which it works does not prove it.,PS_FAM08_COUNTEREXAMPLE_SELECTION,Choosing an input that breaks a claim,"Given a claimed rule, select the input that shows it wrong.",D3,D5,ANALYZE,mcq_single,"Inputs on which the rule holds; an input that breaks a different rule; an input the problem excludes. The asymmetry between proving and disproving is the fact being measured, so several options should be perfectly valid inputs on which the rule works.",PS_RG_EXAMPLES,"One of the highest-value families in Foundation: it underpins testing, debugging and edge cases alike."
PROBLEM_SOLVING,Problem Solving,PS_C05_PATTERNS,Finding the pattern,PS_F09_PATTERN_DISCOVERY,A rule can be inferred from worked examples and then stated so it applies beyond them.,PS_FAM09_PATTERN_INFERENCE,Inferring the rule behind the examples,Read several input-output pairs and state the rule that produced them.,D3,D4,ANALYZE,mcq_single,"A rule that fits some pairs but not all — the important distractor, because it is what a student who stopped checking early would choose. Also a rule that fits every pair but is more specific than the data supports.",PS_RG_PATTERNS,"Computing-flavoured: rules over lists, strings or counts. Not number-sequence puzzles, which belong to the aptitude skills."
PROBLEM_SOLVING,Problem Solving,PS_C06_ALGORITHM_PLANNING,Planning a solution,PS_F10_ALGORITHM_SELECTION,"Different approaches solve the same problem, and the problem's shape decides which is appropriate.",PS_FAM10_ALGORITHM_SELECTION,Choosing an approach that fits the problem,Select the approach that satisfies the requirement given the stated shape of the input.,D3,D5,EVALUATE,mcq_single,An approach that works only on sorted input where none is promised; one that solves a related but different problem; one correct but disallowed by a stated constraint.,PS_RG_PLANNING,
PROBLEM_SOLVING,Problem Solving,PS_C07_STATE_TRACKING,Tracking state,PS_F11_STATE_THROUGH_STEPS,"Values change as a procedure runs, and the result depends on their values at each step.",PS_FAM11_STATE_TRACING,Tracing values through a described procedure,Follow a short described procedure over given input and state the value held at a named point.,D2,D4,APPLY,mcq_single,"The value one step early or late (off-by-one in the trace); the final value where an intermediate was asked; a value from the wrong variable. Language-independent — the procedure is described, not coded.",PS_RG_TRACING,"Overlaps PF_FAM04 which traces pseudocode. Keep separate: this is prose, that is notation. Same reassessment consideration."
PROBLEM_SOLVING,Problem Solving,PS_C08_EDGE_CASES,Edge cases,PS_F12_EDGE_CASE_DISCOVERY,"The inputs that break a solution are usually the empty, single, duplicate, boundary or extreme cases.",PS_FAM12_EDGE_CASE_DISCOVERY,Finding the input a solution has not considered,"Given a described approach, identify the input most likely to break it.",D3,D5,ANALYZE,mcq_single,Typical inputs it handles perfectly well; a large input where size is not the issue; an invalid input the problem excludes. The distractors must be inputs a careless reader would call risky.,PS_RG_ROBUSTNESS,
PROBLEM_SOLVING,Problem Solving,PS_C09_CORRECTNESS,Correctness and bugs,PS_F13_BUG_DIAGNOSIS_FROM_BEHAVIOUR,The difference between expected and actual behaviour points to which step is wrong.,PS_FAM13_BUG_DIAGNOSIS,Locating the faulty step from the symptom,"Given a procedure and a wrong result, identify the step responsible.",D3,D5,ANALYZE,mcq_single,Steps that are correct as written; a step that would cause a different symptom; the input blamed rather than the procedure. Exactly one step must explain the observed symptom specifically.,PS_RG_DIAGNOSIS,"The symptom must discriminate. If two steps could produce it, the item has two defensible answers."
PROBLEM_SOLVING,Problem Solving,PS_C10_COMPARISON,Comparing solutions,PS_F14_SOLUTION_COMPARISON,"Two correct solutions can differ in work done, and one may be preferable on a stated ground.",PS_FAM14_SOLUTION_COMPARISON,Comparing two correct solutions,"Given two working approaches and a stated priority, choose the better and say why.",D4,D5,EVALUATE,mcq_single,A preference on a ground the question did not state; an incorrect solution offered as more efficient; a claim that they are equivalent when the priority distinguishes them. Both options must genuinely work.,PS_RG_EVALUATION,"Efficiency AWARENESS only — more or less work, not complexity notation, which is not taught at Foundation."
PROBLEM_SOLVING,Problem Solving,PS_C11_TESTING,Testing,PS_F15_TEST_SELECTION,A useful test can distinguish a correct solution from an incorrect one; a test both pass tells you nothing.,PS_FAM15_TEST_SELECTION,Choosing a test that would catch the fault,Select the input whose result would reveal whether a described solution is wrong.,D3,D5,EVALUATE,mcq_single,"Tests that pass under both the correct and the faulty version — the key distractor, since choosing one shows testing is understood as ""running it"" rather than as discrimination. Also a test outside the stated input domain.",PS_RG_ROBUSTNESS,Pairs closely with PS_FAM08 on counterexamples; the two share the discrimination idea and should not appear together.
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C01_SYMBOLS,Flowchart symbols,PF_F01_SYMBOL_MEANINGS,"Each flowchart shape means one kind of step: terminator, process, decision, input/output.",PF_FAM01_SYMBOL_RECOGNITION,Matching a step to its symbol,"Given a described step, name the symbol that represents it, or the reverse.",D1,D2,REMEMBER,mcq_single,"Process and input/output swapped (both are ""doing something"" to a beginner); decision used for any step involving a value; terminator used for any first step including an input. Reading a value is the most productive stem.",PF_RG_NOTATION,The only pure-recall family in this skill. Everything else requires reading a diagram or a trace.
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C01_SYMBOLS,Flowchart symbols,PF_F02_ARROWS_ARE_CONTROL_FLOW,"Arrows show the order steps happen in, and a decision has one arrow out for each outcome.",PF_FAM02_CONTROL_FLOW_READING,Reading the order from the arrows,"Say which step follows another, including which branch is taken for a given outcome.",D2,D3,UNDERSTAND,mcq_single,Reading top-to-bottom while ignoring an arrow that loops back; taking both branches of a decision; treating position on the page as order. The loop-back case separates reading from assuming.,PF_RG_NOTATION,
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C02_SEQUENCE_ASSIGNMENT,Sequence and assignment,PF_F03_ASSIGNMENT_REPLACES_VALUE,"Assignment stores a value in a variable, replacing what was there; the order of assignments changes the result.",PF_FAM03_ASSIGNMENT_EFFECT,What a variable holds after a sequence of assignments,"Say what a variable holds after a short sequence, where order matters.",D2,D3,APPLY,mcq_single,The first value assigned rather than the last (assignment read as declaration); both values as though the variable accumulated; the value a swap would give if a temporary had been used. The swap-without-temporary case is especially productive.,PF_RG_STATE,
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C03_IO_STEPS,Input and output steps,PF_F04_INPUT_OUTPUT_STEPS,An input step brings a value in from outside; an output step reports one; neither changes anything else.,PF_FAM04_IO_STEP_EFFECT,What an input or output step does,"Distinguish reading a value from reporting one, and say what each leaves changed.",D1,D2,UNDERSTAND,mcq_single,Output believed to change the variable; input believed to display it; both treated as processing steps.,PF_RG_NOTATION,
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C04_CONDITIONS,Conditions and branching,PF_F05_CONDITION_SELECTS_BRANCH,"A condition is evaluated to true or false, and exactly one branch runs.",PF_FAM05_BRANCH_SELECTION,Deciding which branch runs for a given input,"For given input, say which branch executes and therefore what the result is.",D2,D3,APPLY,mcq_single,"Both branches running; the else branch running when the condition is true; a boundary value sent the wrong way. Every variant should include a value on the boundary, since that is where the misconception lives.",PF_RG_CONTROL_FLOW,
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C04_CONDITIONS,Conditions and branching,PF_F06_CONDITION_CHOICE,"The condition written decides which inputs take which path, so a stated rule determines the condition needed.",PF_FAM06_CONDITION_SELECTION,Choosing the condition that implements a stated rule,"Given a rule in words, choose the condition that implements it exactly, including its boundary.",D3,D4,APPLY,mcq_single,Strict where inclusive was meant and the reverse — the single most valuable distractor in this skill; a condition with the comparison reversed; one correct for typical values but wrong at the boundary.,PF_RG_CONTROL_FLOW,The boundary must be the discriminator. A rule whose boundary never arises does not measure this.
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C05_ITERATION,Iteration,PF_F07_LOOP_REPEATS_WHILE_CONDITION,A loop repeats while its condition holds; the condition is checked each time round.,PF_FAM07_ITERATION_COUNT,How many times a loop body runs,Say how many times a loop body executes for given starting values.,D2,D4,APPLY,mcq_single,"One iteration too many or too few (the off-by-one, which is the point); zero when the condition is false at entry misread as one; the count of the range rather than of the executions.",PF_RG_ITERATION,Include a loop whose body never runs. Students often believe a loop always executes at least once.
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C05_ITERATION,Iteration,PF_F08_COUNTER_AND_ACCUMULATOR,A counter records how many times something happened; an accumulator builds up a running result. They are different jobs.,PF_FAM08_COUNTER_ACCUMULATOR_ROLE,Telling a counter from an accumulator,"Identify which variable counts and which accumulates, and what each holds at the end.",D2,D4,ANALYZE,mcq_single,"The two swapped; the accumulator reported as the count; either initialised wrongly so the first iteration is lost. Averaging is the ideal stem, since it needs both.",PF_RG_ITERATION,
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C06_TRACING,Tracing,PF_F09_TRACE_TO_OUTPUT,Following pseudocode step by step over given input produces exactly one output.,PF_FAM09_OUTPUT_PREDICTION,Predicting the output of a short algorithm,Trace a short pseudocode fragment over stated input and give the printed result.,D2,D4,APPLY,mcq_single,The result of one extra or one missing iteration; an intermediate value printed instead of the final; the answer that follows from misreading the condition. Every distractor should be reachable by one specific slip.,PF_RG_TRACING,The single most valuable family in this skill: it cannot be answered without actually tracing.
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C06_TRACING,Tracing,PF_F10_STATE_TABLE,"The values of every variable at each step can be written out as a table, and the table determines the result.",PF_FAM10_STATE_TABLE_TRACE,Completing a trace table,Give the value of a named variable after a stated iteration.,D3,D4,APPLY,mcq_single,The value from the adjacent iteration; the value before rather than after the update; another variable's value at the same step. Asking about a middle iteration rather than the last is what makes this distinct from output prediction.,PF_RG_TRACING,Do not serve alongside PF_FAM09 — same reassessment group for that reason.
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C07_TRANSLATION,Translating between forms,PF_F11_PSEUDOCODE_FLOWCHART_EQUIVALENCE,"The same algorithm can be written as pseudocode or drawn as a flowchart, with the same behaviour.",PF_FAM11_FORM_TRANSLATION,Matching pseudocode to the flowchart that means the same,"Given one form, choose the other that behaves identically.",D3,D4,ANALYZE,mcq_single,A version with the branches swapped; one with the loop condition checked at the end rather than the start; one differing only at the boundary. Every option must be a well-formed algorithm — the difference must be behavioural.,PF_RG_TRANSLATION,
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C08_COMPLETION,Completing an algorithm,PF_F12_MISSING_STEP,"An algorithm with a step missing produces a predictably wrong result, and the missing step can be recovered from it.",PF_FAM12_MISSING_STEP_SELECTION,Supplying the step that makes it correct,"Given an algorithm with a gap and its intended behaviour, choose the step that completes it.",D3,D5,APPLY,mcq_single,A step that fixes typical input but not the boundary; one that belongs at a different position; a plausible step that leaves the counter or accumulator wrong. The gap must have exactly one correct filling.,PF_RG_COMPLETION,"This is where a blank belongs — a gap in an algorithm, with the intended behaviour stated. It is not the ""____"" of a fill-in-the-sentence stem."
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C09_LOGIC_ERRORS,Logic errors,PF_F13_LOGIC_ERROR_FROM_SYMPTOM,"An algorithm can run without failing and still be wrong, and the way it is wrong identifies the faulty step.",PF_FAM13_LOGIC_ERROR_DIAGNOSIS,Finding the logic error behind a wrong result,"Given an algorithm and a wrong output, identify the step that caused it.",D3,D5,ANALYZE,mcq_single,Steps that are correct; a step whose fault would give a different wrong answer; a syntax-style complaint where the error is logical. The observed output must implicate exactly one step.,PF_RG_DIAGNOSIS,"Classic sources: accumulator initialised inside the loop, condition off by one, update placed after the output."
PSEUDOCODE_FLOWCHARTS,Pseudocode & Flowcharts,PF_C10_EDGE_CASES,Edge cases in an algorithm,PF_F14_ALGORITHM_EDGE_BEHAVIOUR,"Empty, single-item and boundary inputs are where an otherwise-correct algorithm misbehaves.",PF_FAM14_EDGE_CASE_TRACE,Tracing an algorithm on an extreme input,"Say what a given algorithm does on empty, single-item or boundary input.",D4,D5,ANALYZE,mcq_single,The answer for typical input; the answer assuming the loop runs at least once; a plausible crash where the algorithm actually returns a wrong value quietly. The quiet-wrong-answer option is the most instructive.,PF_RG_ROBUSTNESS,The hardest family in the skill and the most diagnostic. Empty input on a loop with an accumulator is the canonical stem.
